,rate,fscore,recall,precision
0,10.0,0.896551724137931,1.0,0.8125
1,20.0,0.7027027027027027,1.0,0.5416666666666666
2,30.0,0.6666666666666666,1.0,0.5
3,40.0,0.7027027027027027,1.0,0.5416666666666666
4,50.0,0.6842105263157895,1.0,0.52
5,60.0,0.65,1.0,0.48148148148148145
6,70.0,0.65,1.0,0.48148148148148145
7,80.0,0.5531914893617021,1.0,0.38235294117647056
8,90.0,0.5531914893617021,1.0,0.38235294117647056
9,100.0,0.5531914893617021,1.0,0.38235294117647056
